Time:0.0539443 Coverage:0.0248901
Time:75.5937 Coverage:0.765803
Time:76.0319 Coverage:0.765889
Time:76.4695 Coverage:0.766173
Time:76.9088 Coverage:0.767121
Time:77.3466 Coverage:0.769116
Time:77.8074 Coverage:0.77058
Time:78.2479 Coverage:0.775971
Time:78.6896 Coverage:0.783839
Time:79.1486 Coverage:0.797368
Time:79.605 Coverage:0.805385
Time:79.867 Coverage:0.808523
Time:80.3095 Coverage:0.81465
Time:80.7519 Coverage:0.819864
Time:81.2098 Coverage:0.828791
Time:81.6501 Coverage:0.834248
Time:81.9081 Coverage:0.83543
Time:82.3476 Coverage:0.836372
Time:83.4979 Coverage:0.837208
Time:84.0023 Coverage:0.841119
Time:84.4383 Coverage:0.847132
Time:84.6874 Coverage:0.847933
Time:85.1306 Coverage:0.848771
Time:86.3103 Coverage:0.850712
Time:86.7519 Coverage:0.853391
Time:87.1979 Coverage:0.857467
Time:87.6405 Coverage:0.862883
Time:88.0744 Coverage:0.865789
Time:88.3169 Coverage:0.865834
Time:90.0623 Coverage:0.867357
Time:91.0054 Coverage:0.868013
Time:91.4453 Coverage:0.868359
Time:91.8849 Coverage:0.870598
Time:92.3229 Coverage:0.873812
Time:92.7643 Coverage:0.875758
Time:93.2065 Coverage:0.879359
Time:93.648 Coverage:0.882508
Time:93.9069 Coverage:0.884523
Time:94.3491 Coverage:0.888251
Time:94.8035 Coverage:0.89534
Time:95.2429 Coverage:0.903151
Time:95.6832 Coverage:0.911916
Time:96.1304 Coverage:0.912818
Time:96.3881 Coverage:0.91312
Time:96.8241 Coverage:0.913816
Time:97.2628 Coverage:0.913926
Time:99.0075 Coverage:0.914406
Time:99.4471 Coverage:0.920133
Time:99.6962 Coverage:0.920754
Time:100.133 Coverage:0.921071
Time:101.88 Coverage:0.921362
